Car_id,Brand,Model,Year,Price,Km_driven,Fuel_type,Transmission,Owner_type,Mileage_kmpl,Engine_cc,Seats,City,Listing_date,Car_age
227,Hyundai,Creta,2009,217725.0,106154,Electric,Automatic,First Owner,14.5,1500,4,Mumbai,2022-01-27,17
228,Toyota,Glanza,2023,128052.0,172292,Cng,Manual,Second Owner,22.4,1800,4,Delhi,2021-11-21,3
229,Maruti,Alto,2019,1267419.0,32194,Cng,Automatic,Second Owner,28.2,1200,4,Hyderabad,2021-07-25,7
230,Honda,Civic,2013,1267419.0,162871,Cng,Automatic,Third Owner,20.8,1000,7,Bangalore,2020-12-15,13
231,Toyota,Glanza,2017,1956709.0,74006,Cng,Automatic,Third Owner,19.4,2000,7,Mumbai,2019-08-01,9
232,Mahindra,Bolero,2018,1909376.0,168552,Diesel,Automatic,Second Owner,25.5,2000,5,Kolkata,2020-12-21,8
233,Honda,City,2005,427941.0,28951,Electric,Automatic,Third Owner,22.5,2000,5,Delhi,2021-06-20,21
234,Toyota,Innova,2020,591119.0,35227,Cng,Automatic,First Owner,29.2,1200,5,Bangalore,2019-06-22,6
235,Toyota,Fortuner,2019,1924539.0,197695,Diesel,Manual,Third Owner,25.5,1200,7,Chennai,2023-01-13,7
236,Hyundai,i10,2020,1689707.0,147957,Petrol,Automatic,Second Owner,20.5,2000,5,Kolkata,2023-05-18,6
237,Tata,Tiago,2024,1775737.0,117629,Diesel,Manual,Third Owner,29.8,1500,5,Pune,2021-11-19,2
238,Honda,City,2024,1381121.0,135562,Diesel,Manual,Second Owner,14.9,1800,4,Bangalore,2023-12-16,2
239,Toyota,Fortuner,2016,1864646.0,23425,Cng,Automatic,Second Owner,29.9,2000,7,Pune,2021-03-05,10
240,Tata,Altroz,2024,758097.0,124451,Cng,Automatic,Third Owner,16.1,1000,5,Chennai,2023-03-13,2
241,Tata,Altroz,2006,1420475.0,182825,Electric,Automatic,Second Owner,19.3,1800,7,Mumbai,2023-02-01,20
242,Tata,Nexon,2022,1073035.0,198560,Petrol,Automatic,Second Owner,13.8,1000,4,Pune,2023-02-19,4
243,Toyota,Innova,2017,1585374.0,46194,Petrol,Automatic,Third Owner,24.4,2000,4,Pune,2019-11-25,9
244,Tata,Altroz,2012,1893962.0,34419,Diesel,Manual,First Owner,16.2,2000,7,Delhi,2024-02-16,14
245,Hyundai,Creta,2024,487981.0,64775,Electric,Manual,First Owner,17.5,1800,4,Bangalore,2022-05-30,2
246,Tata,Nexon,2024,1113820.0,86268,Diesel,Automatic,First Owner,19.2,2000,7,Hyderabad,2022-05-27,2
247,Toyota,Innova,2020,1563224.0,24581,Petrol,Manual,Second Owner,23.9,800,4,Hyderabad,2023-09-24,6
248,Honda,City,2008,351987.0,43004,Diesel,Automatic,Third Owner,15.7,2000,7,Chennai,2023-12-17,18
249,Tata,Nexon,2023,2463404.0,190472,Petrol,Manual,Second Owner,24.5,1800,5,Mumbai,2022-09-04,3
250,Toyota,Innova,2016,1008358.0,75805,Petrol,Automatic,Third Owner,12.8,1800,7,Hyderabad,2024-01-30,10
251,Tata,Altroz,2024,1267419.0,30808,Cng,Manual,Third Owner,22.9,1000,4,Chennai,2023-09-01,2
252,Tata,Altroz,2012,863199.0,6144,Electric,Automatic,Third Owner,10.4,1500,5,Mumbai,2021-02-22,14
253,Honda,City,2015,568816.0,30508,Diesel,Automatic,First Owner,23.2,1200,5,Pune,2022-04-09,11
254,Maruti,Swift,2008,969500.0,170592,Diesel,Automatic,First Owner,14.4,1800,5,Kolkata,2022-01-15,18
255,Maruti,WagonR,2021,644534.0,104004,Petrol,Automatic,Second Owner,29.8,1500,5,Mumbai,2019-02-27,5
256,Honda,Amaze,2006,1415648.0,177773,Electric,Automatic,First Owner,11.7,2000,4,Kolkata,2022-08-09,20
257,Honda,City,2009,927594.0,97329,Diesel,Manual,Third Owner,26.3,1000,7,Chennai,2020-03-28,17
258,Toyota,Fortuner,2019,1972730.0,49937,Petrol,Manual,Third Owner,10.3,1000,7,Bangalore,2023-06-10,7
259,Hyundai,i20,2015,2264667.0,29605,Petrol,Manual,Second Owner,28.6,1200,5,Delhi,2021-10-15,11
260,Honda,Civic,2016,242344.0,119279,Diesel,Automatic,First Owner,14.8,2000,4,Delhi,2020-01-10,10
261,Mahindra,XUV300,2016,1131397.0,40378,Diesel,Manual,First Owner,27.1,1800,5,Bangalore,2023-09-30,10
262,Honda,Amaze,2015,853684.0,179754,Petrol,Manual,Third Owner,17.2,1200,7,Kolkata,2023-03-02,11
263,Tata,Nexon,2021,1683962.0,6540,Diesel,Manual,Third Owner,29.6,1000,5,Mumbai,2020-05-14,5
264,Toyota,Innova,2017,1012961.0,82786,Diesel,Manual,Second Owner,27.6,1500,4,Pune,2023-09-03,9
265,Tata,Nexon,2014,2024196.0,107754,Electric,Automatic,Second Owner,20.3,1800,5,Chennai,2020-05-03,12
266,Mahindra,Scorpio,2010,1144009.0,96121,Cng,Manual,Second Owner,20.3,2000,5,Bangalore,2021-04-29,16
267,Toyota,Glanza,2012,1681529.0,114774,Electric,Manual,First Owner,25.2,1800,7,Mumbai,2022-08-21,14
268,Maruti,Baleno,2024,454539.0,178833,Petrol,Manual,First Owner,12.7,1800,7,Delhi,2019-12-16,2
269,Tata,Tiago,2024,397992.0,106291,Electric,Manual,Second Owner,22.6,800,7,Pune,2019-12-28,2
270,Hyundai,i20,2020,662922.0,108681,Electric,Automatic,Second Owner,27.9,800,7,Mumbai,2019-08-31,6
271,Toyota,Innova,2012,2057171.0,9446,Electric,Manual,Second Owner,11.9,1000,7,Delhi,2020-11-16,14
272,Mahindra,Scorpio,2011,100214.0,12715,Petrol,Automatic,Third Owner,17.1,800,5,Mumbai,2019-09-05,15
273,Tata,Altroz,2020,626423.0,159046,Cng,Automatic,First Owner,22.3,800,7,Kolkata,2022-01-09,6
274,Toyota,Fortuner,2022,2171633.0,140153,Diesel,Manual,First Owner,18.9,1200,7,Kolkata,2023-11-23,4
275,Maruti,Baleno,2009,1869057.0,140297,Petrol,Manual,Third Owner,14.3,1500,4,Hyderabad,2023-04-27,17
276,Toyota,Glanza,2005,1822435.0,59400,Cng,Automatic,Second Owner,22.5,1000,7,Kolkata,2019-06-16,21
277,Honda,Civic,2011,2221490.0,163006,Petrol,Manual,Second Owner,23.5,1000,4,Hyderabad,2022-08-23,15
278,Maruti,Swift,2008,121738.0,59371,Diesel,Automatic,First Owner,26.4,800,4,Delhi,2020-03-29,18
279,Tata,Altroz,2010,2239127.0,185501,Diesel,Automatic,Second Owner,11.3,2000,7,Kolkata,2021-07-06,16
280,Mahindra,XUV300,2019,241759.0,9209,Diesel,Manual,Second Owner,28.0,1800,5,Chennai,2022-08-01,7
281,Hyundai,i10,2019,1850758.0,26623,Petrol,Manual,Second Owner,21.7,1000,7,Mumbai,2020-10-05,7
282,Maruti,Baleno,2012,2273976.0,125776,Electric,Manual,Third Owner,15.8,800,7,Bangalore,2020-02-28,14
283,Maruti,Swift,2014,2270595.0,55884,Cng,Manual,First Owner,14.0,1200,5,Chennai,2019-07-26,12
284,Honda,City,2009,1267419.0,101288,Diesel,Manual,First Owner,17.1,1800,4,Mumbai,2020-06-27,17
285,Maruti,Baleno,2006,1475682.0,22204,Electric,Manual,Third Owner,29.8,1200,5,Kolkata,2019-09-13,20
286,Hyundai,Creta,2009,1536789.0,175068,Diesel,Automatic,First Owner,12.9,1500,7,Kolkata,2019-04-28,17
287,Mahindra,XUV300,2013,264805.0,6277,Diesel,Automatic,Third Owner,27.1,1000,5,Chennai,2019-03-10,13
288,Tata,Tiago,2015,293717.0,131101,Cng,Manual,Second Owner,13.0,1500,5,Delhi,2022-05-01,11
289,Honda,Civic,2015,1953659.0,32991,Diesel,Automatic,First Owner,20.6,1800,7,Mumbai,2020-01-09,11
290,Tata,Altroz,2016,1267419.0,83406,Cng,Manual,Second Owner,14.9,1800,5,Delhi,2019-06-24,10
291,Mahindra,Bolero,2018,1678911.0,104304,Cng,Manual,Second Owner,24.2,2000,4,Kolkata,2020-11-24,8
292,Honda,Civic,2020,126311.0,86965,Diesel,Manual,Third Owner,20.8,2000,4,Bangalore,2019-05-22,6
293,Toyota,Innova,2013,1469507.0,146509,Cng,Automatic,Third Owner,27.5,1800,4,Mumbai,2023-06-17,13
294,Honda,City,2011,2020314.0,175377,Diesel,Manual,Third Owner,27.7,800,7,Mumbai,2022-06-06,15
295,Maruti,Alto,2018,2018907.0,74153,Cng,Manual,First Owner,13.3,1800,4,Mumbai,2020-10-21,8
296,Tata,Nexon,2014,2320689.0,184650,Diesel,Manual,Second Owner,26.5,1500,7,Delhi,2020-01-13,12
297,Mahindra,Bolero,2022,1267419.0,196539,Petrol,Automatic,First Owner,24.7,2000,7,Bangalore,2023-02-25,4
298,Toyota,Fortuner,2024,811903.0,154680,Cng,Automatic,Third Owner,14.2,1800,7,Delhi,2021-03-15,2
299,Honda,Amaze,2008,1122850.0,83798,Diesel,Manual,Second Owner,10.4,1500,7,Hyderabad,2019-12-17,18
300,Tata,Tiago,2017,1236399.0,178226,Cng,Automatic,Third Owner,14.1,800,7,Pune,2022-04-29,9
301,Tata,Tiago,2022,218564.0,97280,Cng,Automatic,Second Owner,12.8,1500,7,Hyderabad,2022-11-07,4
302,Tata,Tiago,2018,617686.0,31874,Diesel,Manual,Third Owner,20.4,1200,4,Mumbai,2023-12-01,8
303,Honda,City,2018,2306516.0,116060,Diesel,Automatic,Third Owner,29.6,1800,5,Hyderabad,2023-12-29,8
304,Honda,City,2017,1582670.0,23564,Petrol,Automatic,Second Owner,21.9,1200,5,Bangalore,2023-03-10,9
305,Maruti,Swift,2012,605935.0,152135,Electric,Automatic,Second Owner,20.7,2000,7,Delhi,2021-06-13,14
306,Honda,Civic,2005,104646.0,168064,Cng,Automatic,Third Owner,18.7,800,7,Kolkata,2020-10-30,21
307,Tata,Tiago,2020,1013375.0,155838,Diesel,Automatic,Third Owner,25.3,1500,5,Chennai,2024-04-17,6
308,Maruti,Baleno,2023,636460.0,112989,Diesel,Automatic,Third Owner,17.9,1200,5,Kolkata,2021-09-07,3
309,Mahindra,Bolero,2013,1894063.0,180755,Electric,Manual,First Owner,19.0,1500,5,Delhi,2021-02-02,13
310,Hyundai,i20,2022,671800.0,108085,Electric,Automatic,Third Owner,13.1,2000,5,Chennai,2023-01-09,4
311,Honda,Civic,2005,1343086.0,15751,Diesel,Manual,First Owner,16.2,800,4,Pune,2019-01-12,21
312,Maruti,Alto,2020,2358446.0,148057,Cng,Automatic,First Owner,20.0,800,5,Delhi,2020-09-23,6
313,Toyota,Innova,2019,1042426.0,98343,Diesel,Manual,Second Owner,15.4,800,4,Delhi,2024-03-29,7
314,Honda,Civic,2020,625541.0,16674,Electric,Manual,Third Owner,22.9,1000,5,Hyderabad,2019-08-09,6
315,Mahindra,Bolero,2017,855727.0,73361,Cng,Manual,First Owner,22.5,1500,5,Pune,2019-10-08,9
316,Mahindra,XUV300,2020,240245.0,160094,Petrol,Manual,Third Owner,21.8,1200,5,Pune,2024-03-10,6
317,Maruti,Swift,2010,1569362.0,73987,Electric,Manual,First Owner,26.0,1200,5,Chennai,2022-11-21,16
318,Hyundai,Creta,2024,1178377.0,65747,Petrol,Automatic,First Owner,19.8,800,4,Chennai,2020-10-09,2
319,Tata,Altroz,2020,2410376.0,75630,Petrol,Automatic,Third Owner,19.1,1200,4,Bangalore,2022-05-29,6
320,Toyota,Glanza,2006,159836.0,27149,Petrol,Manual,Second Owner,13.7,800,7,Bangalore,2022-02-21,20
321,Honda,City,2010,2214835.0,95135,Petrol,Automatic,Second Owner,22.0,800,4,Delhi,2020-12-17,16
322,Hyundai,Creta,2010,635461.0,74164,Diesel,Manual,Third Owner,20.1,1800,7,Kolkata,2020-04-24,16
323,Hyundai,Creta,2010,1392448.0,94542,Petrol,Manual,Second Owner,15.8,1800,4,Mumbai,2019-08-24,16
324,Honda,City,2013,1475640.0,70021,Diesel,Automatic,Third Owner,29.1,1800,4,Pune,2021-08-05,13
325,Tata,Nexon,2014,542700.0,7154,Diesel,Automatic,Second Owner,15.4,1500,5,Chennai,2023-05-15,12
326,Hyundai,Creta,2008,2314272.0,123408,Diesel,Automatic,First Owner,24.4,1000,5,Bangalore,2021-04-14,18
327,Toyota,Fortuner,2019,1646107.0,83597,Petrol,Manual,Third Owner,11.0,1800,5,Delhi,2021-02-14,7
328,Honda,City,2008,1113376.0,141457,Cng,Manual,Second Owner,23.4,1500,7,Bangalore,2022-07-06,18
329,Toyota,Fortuner,2021,2297327.0,38046,Petrol,Automatic,Second Owner,12.1,1000,5,Hyderabad,2024-04-23,5
330,Tata,Tiago,2011,1976324.0,72063,Cng,Automatic,First Owner,28.8,800,4,Pune,2022-08-24,15
331,Maruti,Swift,2021,2480296.0,11342,Diesel,Manual,First Owner,21.7,1000,5,Mumbai,2022-06-23,5
332,Tata,Altroz,2024,1721074.0,29282,Cng,Automatic,First Owner,23.8,1800,4,Pune,2021-06-24,2
333,Hyundai,i20,2011,652216.0,176068,Electric,Automatic,Third Owner,24.7,1500,5,Hyderabad,2021-07-01,15
334,Hyundai,Verna,2017,637803.0,147356,Electric,Automatic,First Owner,15.1,1000,5,Pune,2019-12-09,9
335,Mahindra,Bolero,2010,2253884.0,141282,Diesel,Automatic,First Owner,28.5,1500,7,Chennai,2022-11-29,16
336,Hyundai,Creta,2014,120304.0,194507,Diesel,Automatic,Third Owner,20.1,800,5,Chennai,2022-05-10,12
337,Mahindra,XUV300,2013,1365122.0,187671,Petrol,Automatic,First Owner,16.2,800,5,Delhi,2019-04-26,13
338,Honda,Civic,2022,111499.0,25285,Petrol,Automatic,Third Owner,10.4,1200,7,Pune,2022-05-26,4
339,Honda,Civic,2005,904725.0,129226,Diesel,Automatic,First Owner,23.0,1200,5,Bangalore,2024-05-28,21
340,Mahindra,Bolero,2023,754831.0,111124,Diesel,Manual,Third Owner,22.6,1200,4,Chennai,2020-09-13,3
341,Mahindra,XUV300,2017,597584.0,69634,Electric,Automatic,Third Owner,29.0,800,5,Delhi,2021-04-29,9
342,Tata,Altroz,2009,517431.0,128372,Cng,Manual,First Owner,20.4,1500,7,Hyderabad,2019-07-09,17
343,Hyundai,i10,2022,372625.0,88457,Cng,Automatic,First Owner,21.2,1800,4,Mumbai,2024-02-21,4
344,Toyota,Innova,2019,1429590.0,198427,Electric,Manual,Second Owner,19.6,1500,7,Kolkata,2019-02-25,7
345,Mahindra,XUV300,2017,1349647.0,13068,Petrol,Manual,First Owner,10.4,800,4,Chennai,2019-07-19,9
346,Toyota,Fortuner,2018,519265.0,81348,Electric,Automatic,Third Owner,27.2,800,4,Mumbai,2019-07-18,8
347,Maruti,Baleno,2010,1916827.0,188360,Petrol,Automatic,First Owner,13.0,2000,7,Hyderabad,2020-12-31,16
348,Hyundai,i20,2017,1527832.0,125597,Diesel,Manual,First Owner,20.8,1800,4,Bangalore,2022-03-19,9
349,Mahindra,XUV300,2014,1267419.0,99004,Petrol,Automatic,First Owner,22.0,800,7,Kolkata,2019-12-16,12
350,Honda,Amaze,2011,2184013.0,35178,Diesel,Automatic,First Owner,19.4,1800,4,Delhi,2021-09-27,15
351,Honda,Civic,2019,339159.0,26031,Electric,Manual,First Owner,25.0,1800,7,Delhi,2021-09-12,7
352,Honda,City,2017,2310171.0,68130,Diesel,Automatic,Second Owner,12.8,2000,5,Kolkata,2019-12-21,9
353,Tata,Nexon,2015,1784561.0,27392,Electric,Automatic,Second Owner,28.0,1500,4,Pune,2019-06-24,11
354,Honda,Amaze,2014,1267508.0,34144,Cng,Automatic,Third Owner,15.6,1800,5,Kolkata,2021-07-14,12
355,Maruti,Alto,2007,2113482.0,84788,Electric,Manual,Third Owner,15.1,800,4,Hyderabad,2021-07-08,19
356,Toyota,Glanza,2021,599306.0,5657,Electric,Automatic,Second Owner,19.3,1000,7,Pune,2023-12-08,5
357,Honda,City,2011,765311.0,37818,Diesel,Manual,Third Owner,28.9,1800,7,Hyderabad,2023-10-10,15
358,Hyundai,i10,2017,88607.0,176736,Diesel,Automatic,First Owner,28.9,800,4,Chennai,2019-05-26,9
359,Toyota,Fortuner,2019,2247427.0,36225,Electric,Automatic,Second Owner,21.0,1200,5,Mumbai,2019-09-18,7
360,Tata,Tiago,2012,668390.0,81078,Cng,Automatic,First Owner,15.0,1200,4,Hyderabad,2020-08-06,14
361,Mahindra,Scorpio,2005,84646.0,42707,Cng,Automatic,Second Owner,20.4,1800,5,Kolkata,2019-03-13,21
362,Toyota,Glanza,2021,1019883.0,131727,Cng,Manual,Second Owner,24.3,2000,7,Kolkata,2020-07-17,5
363,Toyota,Fortuner,2020,2115600.0,194560,Electric,Automatic,Third Owner,26.5,1000,7,Pune,2024-05-24,6
364,Honda,Civic,2020,2098973.0,35918,Petrol,Manual,Third Owner,17.4,1500,7,Delhi,2020-03-13,6
365,Tata,Tiago,2015,395222.0,114386,Diesel,Manual,Third Owner,16.9,1500,4,Delhi,2022-12-25,11
366,Honda,Amaze,2018,2031377.0,37523,Electric,Manual,Second Owner,20.7,1500,5,Pune,2022-04-13,8
367,Honda,Civic,2024,1267419.0,78130,Diesel,Manual,Second Owner,18.4,1800,7,Mumbai,2019-05-29,2
368,Tata,Tiago,2005,540867.0,189866,Diesel,Automatic,First Owner,14.5,1200,7,Hyderabad,2021-05-30,21
369,Toyota,Innova,2009,1465663.0,167163,Diesel,Automatic,First Owner,30.0,1000,7,Kolkata,2020-11-19,17
370,Hyundai,i20,2011,1825124.0,167096,Cng,Automatic,Third Owner,21.5,1200,7,Pune,2023-05-01,15
371,Hyundai,Creta,2011,1042487.0,30911,Diesel,Manual,Second Owner,24.0,1500,7,Chennai,2023-05-12,15
372,Maruti,WagonR,2020,1239160.0,114947,Petrol,Manual,Third Owner,13.4,1800,7,Delhi,2023-07-02,6
373,Hyundai,Verna,2006,329318.0,51148,Electric,Manual,First Owner,10.9,1200,4,Chennai,2020-12-08,20
374,Honda,City,2016,1587684.0,149176,Petrol,Automatic,Third Owner,26.6,1500,5,Pune,2023-05-29,10
375,Tata,Tiago,2011,1114930.0,11214,Petrol,Manual,Second Owner,26.5,1800,4,Pune,2020-07-15,15
376,Hyundai,i20,2018,175669.0,133203,Petrol,Manual,Third Owner,15.5,2000,7,Bangalore,2020-01-20,8
377,Hyundai,Creta,2019,684460.0,101376,Electric,Automatic,Second Owner,26.6,1200,7,Bangalore,2021-01-22,7
378,Tata,Tiago,2024,1226058.0,24919,Cng,Automatic,First Owner,28.6,1800,7,Hyderabad,2020-09-22,2
379,Hyundai,Creta,2018,618942.0,52443,Electric,Automatic,Third Owner,26.6,2000,4,Kolkata,2020-11-13,8
380,Honda,Amaze,2018,1360774.0,178957,Cng,Automatic,Third Owner,11.9,2000,7,Hyderabad,2021-11-22,8
381,Mahindra,Bolero,2006,1343233.0,75874,Cng,Automatic,Third Owner,28.2,1200,4,Bangalore,2022-10-01,20
382,Toyota,Glanza,2013,312317.0,41740,Diesel,Manual,Third Owner,11.0,1800,5,Bangalore,2019-09-30,13
383,Hyundai,Creta,2017,1016610.0,31035,Diesel,Manual,Third Owner,19.2,1500,5,Chennai,2024-03-17,9
384,Honda,City,2022,1045406.0,36579,Diesel,Manual,Second Owner,20.2,1800,7,Bangalore,2022-06-14,4
385,Honda,Civic,2015,391891.0,99122,Petrol,Automatic,Second Owner,17.1,1500,7,Pune,2021-11-24,11
386,Honda,City,2006,737477.0,95875,Cng,Automatic,Second Owner,28.2,1000,7,Delhi,2023-05-31,20
387,Tata,Nexon,2005,1470933.0,172048,Cng,Automatic,Second Owner,15.3,2000,5,Hyderabad,2021-01-22,21
388,Toyota,Innova,2009,1394911.0,121524,Petrol,Automatic,Second Owner,23.3,1200,7,Bangalore,2019-03-19,17
389,Mahindra,Scorpio,2021,286522.0,127054,Electric,Manual,Second Owner,10.0,1000,7,Kolkata,2023-06-08,5
390,Honda,City,2020,2115605.0,67937,Petrol,Manual,Third Owner,16.1,2000,7,Delhi,2023-10-02,6
391,Maruti,Alto,2007,526965.0,49105,Petrol,Automatic,Second Owner,11.8,2000,4,Hyderabad,2022-03-16,19
392,Maruti,Baleno,2018,82777.0,12601,Petrol,Manual,Third Owner,29.4,1200,7,Delhi,2021-07-20,8
393,Tata,Tiago,2006,475964.0,68926,Cng,Automatic,First Owner,15.9,1200,5,Pune,2020-06-30,20
394,Toyota,Innova,2021,518701.0,111149,Diesel,Manual,Second Owner,24.6,1200,7,Kolkata,2024-05-18,5
395,Tata,Nexon,2006,239546.0,53794,Cng,Manual,Third Owner,19.4,1200,7,Delhi,2019-11-18,20
396,Hyundai,Creta,2014,571776.0,150900,Petrol,Manual,First Owner,14.3,800,4,Pune,2020-02-12,12
397,Mahindra,Bolero,2005,1180557.0,89776,Cng,Automatic,Second Owner,29.5,1000,7,Mumbai,2022-12-11,21
398,Mahindra,XUV300,2008,874881.0,141538,Cng,Automatic,Third Owner,15.5,1000,5,Delhi,2023-09-09,18
399,Hyundai,i10,2015,1108464.0,86053,Cng,Automatic,Second Owner,14.6,1200,7,Hyderabad,2019-12-06,11
400,Tata,Nexon,2022,187530.0,85334,Petrol,Automatic,First Owner,14.8,1800,7,Bangalore,2022-10-15,4
401,Maruti,Swift,2010,1670150.0,6399,Petrol,Automatic,Second Owner,14.1,1800,7,Bangalore,2023-12-17,16
402,Honda,Amaze,2018,104007.0,126507,Diesel,Manual,Third Owner,19.5,1000,5,Delhi,2019-09-15,8
403,Toyota,Fortuner,2012,2035276.0,65883,Diesel,Automatic,Third Owner,24.8,1500,5,Kolkata,2022-06-02,14
404,Maruti,Swift,2021,2492273.0,111813,Cng,Automatic,Third Owner,10.9,800,7,Mumbai,2021-01-02,5
405,Tata,Altroz,2016,1631777.0,196588,Cng,Manual,Second Owner,13.3,800,5,Chennai,2021-06-18,10
406,Maruti,Swift,2023,300512.0,157304,Diesel,Automatic,Third Owner,23.1,2000,7,Hyderabad,2024-04-05,3
407,Tata,Altroz,2016,1312068.0,94657,Diesel,Manual,Second Owner,20.6,1000,7,Kolkata,2019-05-13,10
408,Mahindra,Bolero,2021,1035561.0,163842,Electric,Manual,Third Owner,23.2,2000,7,Kolkata,2021-07-25,5
409,Mahindra,Scorpio,2006,2275762.0,96558,Cng,Automatic,Second Owner,20.6,2000,7,Chennai,2023-01-15,20
410,Honda,Amaze,2012,635239.0,91434,Diesel,Automatic,First Owner,12.1,800,7,Bangalore,2019-04-26,14
411,Hyundai,i10,2016,2350174.0,66965,Cng,Automatic,Second Owner,23.8,1000,4,Delhi,2023-12-08,10
412,Maruti,Swift,2017,974152.0,80811,Cng,Manual,Second Owner,21.7,2000,4,Hyderabad,2020-07-06,9
413,Toyota,Fortuner,2022,2230923.0,94740,Diesel,Manual,Second Owner,17.3,2000,4,Hyderabad,2023-08-20,4
414,Honda,Amaze,2013,644558.0,91381,Cng,Manual,First Owner,19.7,1200,4,Chennai,2024-04-29,13
415,Maruti,Alto,2022,2342474.0,67710,Petrol,Automatic,First Owner,26.6,1800,4,Chennai,2020-11-08,4
416,Maruti,Baleno,2022,1905168.0,49430,Petrol,Automatic,First Owner,24.1,1200,5,Hyderabad,2019-09-29,4
417,Mahindra,XUV300,2019,1811655.0,79134,Cng,Manual,Third Owner,22.1,1500,5,Hyderabad,2023-06-19,7
418,Maruti,WagonR,2009,165711.0,74786,Petrol,Manual,Third Owner,18.3,1200,4,Bangalore,2022-11-10,17
419,Hyundai,Verna,2016,1595018.0,69445,Diesel,Manual,Third Owner,26.9,1800,7,Chennai,2021-06-17,10
420,Honda,Amaze,2005,1428351.0,142891,Petrol,Automatic,First Owner,22.1,1000,5,Delhi,2024-04-29,21
421,Maruti,Baleno,2016,803070.0,102006,Electric,Manual,Third Owner,10.1,1800,7,Mumbai,2024-04-17,10
422,Hyundai,Verna,2012,1505627.0,58763,Diesel,Manual,Second Owner,26.9,2000,7,Pune,2019-02-25,14
423,Tata,Altroz,2023,341981.0,6051,Petrol,Manual,Third Owner,14.3,1000,5,Chennai,2019-10-04,3
424,Hyundai,i20,2020,2124241.0,119764,Electric,Manual,First Owner,29.9,2000,4,Pune,2021-04-16,6
425,Hyundai,Creta,2008,867086.0,141706,Cng,Automatic,First Owner,13.1,1500,7,Kolkata,2019-07-20,18
426,Honda,Amaze,2009,1267419.0,59610,Diesel,Manual,Third Owner,20.1,1200,5,Pune,2023-10-29,17
427,Mahindra,Scorpio,2010,220329.0,182750,Diesel,Automatic,Third Owner,21.6,1200,5,Delhi,2022-02-22,16
428,Honda,City,2009,2494584.0,120361,Diesel,Automatic,Second Owner,20.1,1800,5,Delhi,2019-10-15,17
429,Mahindra,Bolero,2021,1974889.0,195977,Petrol,Automatic,Second Owner,26.8,1800,5,Chennai,2023-11-22,5
430,Maruti,Swift,2015,959085.0,165046,Diesel,Automatic,Second Owner,10.8,1000,5,Pune,2023-08-10,11
431,Mahindra,Scorpio,2005,177268.0,155531,Diesel,Automatic,Second Owner,11.8,1800,5,Pune,2023-10-28,21
432,Toyota,Glanza,2022,148549.0,157154,Petrol,Automatic,Second Owner,16.4,2000,4,Chennai,2023-11-30,4
433,Hyundai,i10,2018,2457806.0,57571,Electric,Manual,Second Owner,11.5,1000,5,Bangalore,2023-11-29,8
434,Toyota,Fortuner,2006,1147775.0,105164,Diesel,Automatic,Third Owner,23.3,800,5,Bangalore,2019-08-23,20
435,Honda,City,2018,924408.0,51618,Diesel,Automatic,Third Owner,28.9,2000,5,Bangalore,2020-12-18,8
436,Honda,Amaze,2021,1664195.0,39466,Electric,Automatic,First Owner,24.7,1000,7,Pune,2023-07-01,5
437,Tata,Nexon,2008,1048468.0,165974,Petrol,Automatic,Second Owner,26.0,800,7,Pune,2022-04-23,18
438,Maruti,Baleno,2024,1634907.0,138516,Electric,Automatic,Third Owner,18.7,1000,4,Mumbai,2023-12-10,2
439,Toyota,Innova,2005,487860.0,14784,Petrol,Automatic,Second Owner,27.2,800,5,Bangalore,2023-09-15,21
440,Honda,Civic,2020,803501.0,101824,Diesel,Manual,Third Owner,24.6,1500,7,Hyderabad,2019-04-11,6
441,Honda,Civic,2008,259335.0,17550,Diesel,Automatic,Third Owner,12.6,1200,7,Pune,2024-01-15,18
442,Honda,City,2024,1186707.0,14291,Diesel,Automatic,Third Owner,18.5,1800,7,Delhi,2023-12-24,2
443,Honda,Amaze,2006,928227.0,199092,Electric,Automatic,Third Owner,24.9,1500,4,Mumbai,2023-02-16,20
444,Hyundai,Creta,2021,598578.0,47453,Electric,Manual,Third Owner,15.1,1200,4,Pune,2021-06-08,5
445,Maruti,Alto,2024,2331914.0,178584,Cng,Manual,First Owner,29.0,1000,5,Kolkata,2023-04-30,2
446,Honda,Amaze,2018,1285747.0,60225,Petrol,Automatic,Third Owner,13.9,1800,4,Bangalore,2020-02-20,8
447,Mahindra,Bolero,2024,448650.0,142558,Cng,Automatic,First Owner,29.7,2000,7,Chennai,2021-10-03,2
448,Honda,City,2017,390514.0,16555,Diesel,Manual,Third Owner,12.6,1000,4,Delhi,2022-04-08,9
449,Tata,Tiago,2011,326052.0,172142,Electric,Automatic,Third Owner,20.3,1800,4,Kolkata,2023-06-24,15
450,Tata,Nexon,2011,665257.0,168462,Electric,Manual,Second Owner,25.5,800,4,Hyderabad,2019-05-13,15
451,Honda,Amaze,2019,917214.0,85088,Cng,Manual,Second Owner,25.8,1000,7,Bangalore,2019-06-21,7
452,Mahindra,Bolero,2011,1589707.0,39810,Diesel,Manual,First Owner,14.8,2000,7,Pune,2023-07-11,15
453,Hyundai,Verna,2021,308389.0,16164,Diesel,Manual,First Owner,22.6,2000,7,Kolkata,2022-02-18,5
454,Toyota,Fortuner,2009,251304.0,162143,Petrol,Manual,Third Owner,17.5,1800,4,Hyderabad,2023-12-13,17
